Input,1 Step Prediction,5 Step Prediction,Anomaly Score,Anomaly Likelihood
-4106.81873,-6639.184795267745,-8595.710840597758,0.0,0.016850161419986437
-2229.68155,-1891.731891158157,-9142.387235616437,0.375,0.03360366233576301
3.06008999999995,-3330.353983312578,-7300.950957658779,0.59375,0.07238669568029055
2292.19559,-194.15782241594025,-8797.117933499376,0.78125,0.11612993354982214
4468.25229,1445.8713626401004,7257.90461494396,0.21875,0.08617233508342309
6609.87378,7257.90461494396,7660.7188007472,0.21875,0.03250684930386648
8547.5395,5502.785662515569,-4970.383168368617,0.59375,0.06247684261248401
10105.88334,10163.92124109589,-50.29561320049652,0.3125,0.06800677936271425
11430.14924,8638.981823412207,-194.15782241594025,0.9375,0.11671387749990106
12596.3418,14048.200889912827,14652.422168617686,0.0625,0.10432518953373253
13389.7056,11142.184263760897,4495.750198007474,0.5,0.04605741488826465
14015.3388,11919.040193524284,15342.960772851806,0.625,0.0863943259542612
14472.4502,13242.572518306351,3603.804500871731,0.4375,0.08081118974737439
14725.8868,13242.572518306351,20550.772746450813,0.84375,0.11049691719476283
14801.717,13328.88984383562,5071.199034869242,0.0,0.0867799467768104
14632.6068,14709.967052303862,6365.958917808221,0.1875,0.021980390251105656
14174.0714,14709.967052303862,8322.484963138231,0.5,0.05128880893831321
13394.714,12667.123681444584,8322.484963138231,1.0,0.14309716969553238
12404.6544,13990.65600622665,7114.04240572852,0.0,0.11378442738817217
10968.92906,10825.687403486925,16925.44507422167,0.0,0.014722431202382539
9334.97118,9300.747985803238,17673.528562141968,0.0,0.014747603731828566
7732.77606,7833.353451805731,7401.766824159404,0.09375,0.017940386066078517
6262.8547,6596.138452552928,14623.649726774598,0.15625,0.02375405556413274
4912.10982,5416.468336986301,5589.102988044833,0.125,0.02502909344625673
3879.1659,7229.132173100872,4725.929732752182,0.1875,0.026530440700878816
3201.51668,3344.852524283935,4150.4808958904105,1.0,0.1215377973398419
2713.9508,2539.2241526774596,3690.1218264009985,0.09375,0.11741633991795493
2411.34196,2625.5414782067273,4495.750198007474,0.0625,0.020002206089934006
2186.30822,2107.637525031134,14911.374145205482,0.0,0.01684593152635456
2024.41062,1935.002873972604,1215.6918278953926,0.0,0.014847301429362926
1829.77228,1935.002873972604,-50.29561320049652,0.0,0.014872385265601303
1479.068002,1014.2847349937747,294.97368891656333,0.0,0.01489745126763282
1036.0881796,1014.2847349937747,294.97368891656333,0.0,0.014922499442502454
601.2009016,294.97368891656333,784.1052002490669,0.0,0.014947529797364292
119.6993396,294.97368891656333,582.6981073474471,0.0,0.01497254233948035
-373.7593004,-50.29561320049652,-884.6964266500618,0.0,0.014997537076219362
-854.5183624,-1488.9177053549174,-1517.6901471980073,0.0,0.015022514015055617
-1374.83408,-1517.6901471980073,-2237.001193275217,0.0,0.015047473163567755
-2022.166822,-2352.0909606475707,-2611.0429372353665,0.0,0.015072414529437613
-2731.5879,-2611.0429372353665,-2985.084681195516,0.0,0.015097338120449078
-3366.69432,-3244.036657783312,-2869.9949138231623,0.0,0.015122243944486928
-3917.46,-4049.6650293897874,-4394.934331506849,0.0,0.015147132009535734
-4517.31072,-4567.568982565379,-4193.527238605229,0.0,0.015172002323678678
-4978.00968,-4912.838284682441,-4049.6650293897874,0.0,0.015196854895096522
-5224.28184,-5401.969796014942,-5056.700493897883,0.125,0.01974645490728164
-5587.92276,-5286.88002864259,-6150.053283935242,0.1875,0.027197743904570526
-5954.9086,-5747.239098132004,-5747.239098132004,0.09375,0.025926973463307166
-6253.15838,-6754.274562640099,-5891.101307347446,0.0625,0.02057086681936393
-6537.46046,-6006.1910747198,-5545.832005230386,0.125,0.021880916299619323
-6980.75434,-7185.861190286425,-7617.447817932752,0.25,0.030682971607800553
-7266.32596,-5776.011539975092,-6437.7777023661265,0.0,0.02614804620059907
-7517.24708,-7013.226539227895,-8192.89665479452,0.09375,0.01856501191126354
-7698.04704,-7876.399794520547,-8192.89665479452,0.25,0.02946724048228162
-7904.9366,-8192.89665479452,-8538.16595691158,0.0625,0.028291378968786234
-8051.15012,-8192.89665479452,2280.272176089664,0.15625,0.0233843524599651
-8175.98426,-7703.765143462017,-8077.806887422166,0.03125,0.022312258243841986
-8325.57556,-8077.806887422166,-9027.297468244084,0.1875,0.02386136348344508
-8434.67266,-7473.58560871731,-9228.704561145703,0.09375,0.02615743905592535
-8328.52484,-8797.117933499376,-9228.704561145703,0.0,0.018664936363034804
-8196.0648,-8451.848631382316,-5718.466656288916,0.0,0.015408295858958327
-8162.5106,-8336.758864009962,-9372.566770361145,0.0,0.015432979650365605
-8094.71156,-8336.758864009962,-9401.339212204233,0.0,0.01545764579090194
-8092.21324,-8192.89665479452,-9401.339212204233,0.0,0.015482294289796337
-8272.17516,-8192.89665479452,-9315.021886674967,0.0,0.015506925156362253
-8322.6081,-8106.579329265254,-8336.758864009962,0.0,0.01553153839999665
-8303.61694,-8336.758864009962,-8336.758864009962,0.0,0.01555613403017901
-8226.60598,-8336.758864009962,-8336.758864009962,0.0,0.015580712056470344
-8098.00826,-8336.758864009962,-8336.758864009962,0.0,0.015605272488512281
-8012.2331,-8106.579329265254,-8106.579329265254,0.0,0.015629815336026136
-8087.17702,-8106.579329265254,-8106.579329265254,0.0,0.015654340608811927
-8125.29622,-8020.262003735989,-8336.758864009962,0.0,0.015678848316747464
-8086.5511,-8106.579329265254,-8336.758864009962,0.0,0.015703338469787463
-7998.43814,-8106.579329265254,-8250.441538480696,0.0,0.015727811077962634
-7830.9441,-8106.579329265254,-8106.579329265254,0.09375,0.019089601740024782
-7301.82956,-8020.262003735989,-8106.579329265254,0.46875,0.04678830548452126
-6499.18778,-7185.861190286425,-8106.579329265254,0.5625,0.08057400616305671
-5388.62066,-6667.957237110833,-8106.579329265254,0.71875,0.10920935813124721
-3703.62292,-5574.604447073474,-8106.579329265254,0.34375,0.08938673228114687
-1505.62362,-2438.4082861768366,-8020.262003735989,0.40625,0.055234404629221114
1026.95968,-338.02003163138215,-6639.184795267745,0.65625,0.08604040187013376
3797.796,697.787874719801,-8192.89665479452,0.375,0.08351058326259828
6666.17244,6768.7731036114565,-7617.447817932752,0.4375,0.06022073925549822
9354.461,9444.610195018682,6222.096708592777,0.78125,0.10593587725612784
11881.77604,11401.136240348693,9214.430660273974,0.0,0.08104795506781654
13954.71048,13357.662285678707,-165.3853805728504,0.0,0.015634037702917197
15639.1988,16263.678911830637,14335.92530834371,0.28125,0.0287215016020357
16911.2796,16378.768679202989,15889.637167870485,0.34375,0.04609553563199803
17802.5212,15803.319842341221,15803.319842341221,0.25,0.044160789862225935
18277.3234,18450.384491905355,19514.96484009963,0.28125,0.03987303460643161
18581.4198,16666.493097633873,21183.766466998757,0.46875,0.05652788049741216
18615.2818,17328.259260024908,16666.493097633873,0.5,0.07423384392219019
18505.4818,17328.259260024908,9013.023567372355,0.09375,0.049765448211776094
18261.8644,19025.833328767127,10163.92124109589,0.34375,0.03637225176730308
18045.1608,18565.47425927771,9703.562171606478,0.15625,0.03914164143083344
17626.7948,19083.378212453303,10537.962985056041,0.125,0.02640742816756033
17136.1362,18450.384491905355,10537.962985056041,0.0,0.020309666688025953
16519.9498,16321.223795516813,19140.92309613948,0.1875,0.02334025529478449
15842.604,15112.781238107098,9703.562171606478,0.78125,0.08936126682663989
14949.0258,16378.768679202989,14508.559959402242,0.03125,0.08268303448184694
13927.2016,13875.566238854299,9013.023567372355,0.0,0.016674046180240265
12830.5004,12494.489030386052,11027.094496388545,0.0,0.015679660807210935
11577.48076,11602.543333250313,13242.572518306351,0.09375,0.019066586232143436
10290.86532,10250.238566625158,16666.493097633873,0.0625,0.021227243478050203
8997.85102,8984.251125529267,8984.251125529267,0.21875,0.027294990678399533
7941.89052,7603.1739170610235,6567.36601070984,0.5625,0.0628012930703121
7141.61834,6365.958917808221,6365.958917808221,0.40625,0.07585847435736058
6649.13456,9444.610195018682,5416.468336986301,0.09375,0.041572029591971024
6224.43838,9329.520427646326,4754.70217459527,0.8125,0.09032283361735044
5997.22426,5502.785662515569,4121.708454047322,0.0,0.08694793246349185
5660.80038,5186.288802241594,2970.810780323787,0.25,0.026968567526203913
5394.98664,4438.205314321298,15889.637167870485,0.34375,0.044553688710867505
5001.50224,4438.205314321298,16896.67263237858,0.03125,0.034319309471041184
4568.69348,4754.70217459527,4495.750198007474,0.28125,0.02999149045594325
4112.4739,4438.205314321298,2798.1761292652554,0.125,0.033693581147198594
3710.91282,3776.4391519302626,2798.1761292652554,0.0625,0.02260841105238573
3080.17794,3287.307640597759,13990.65600622665,0.21875,0.027368627722194495
2531.32478,2625.5414782067273,2395.3619434620196,0.28125,0.03850361138083629
2001.834548,4351.88798879203,2395.3619434620196,0.0,0.029038355862220745
1361.7080872,2021.320199501868,2539.2241526774596,0.1875,0.023548006984951006
703.9762052,1014.2847349937747,1014.2847349937747,0.0,0.023562306514890483
46.9330252,93.56659601494539,1819.91310660025,0.0625,0.017961684891112436
-655.1656548,-395.5649153175582,11429.90868219178,0.09375,0.021383092533241672
-1407.6216628,-1402.6003798256534,582.6981073474471,0.0,0.019236888615084585
-2146.357662,-2035.5941003735988,13933.111122540475,0.125,0.020613184200907356
-2758.44014,-21.5231713574085,-2611.0429372353665,0.0,0.020630499693953447
-3274.14408,-3387.898866998754,-2985.084681195516,0.0625,0.01806220133239045
-3702.55302,-4049.6650293897874,-3819.4854946450796,0.0,0.018082869746109505
-3960.09794,-4049.6650293897874,-4193.527238605229,0.21875,0.025495809368412545
-4204.75176,-4049.6650293897874,8523.892056039851,0.0625,0.027686654049898188
-4377.85348,-4222.299680448317,-5229.3351449564125,0.0,0.0181310249182839
-4551.75088,-4999.155610211705,-6754.274562640099,0.0,0.015973516431213402
-4784.34866,-4999.155610211705,-5747.239098132004,0.0,0.015997795335614517
-5001.68084,-4999.155610211705,-6754.274562640099,0.0,0.016022056821998854
-5083.05624,-4797.748517310087,-5747.239098132004,0.0,0.016046300901311157
-5302.2371,-5401.969796014942,-6265.143051307596,0.0,0.016070527584560235
-5409.52884,-5401.969796014942,-6265.143051307596,0.0,0.016094736882818185
-5541.5377,-5977.418632876712,-6265.143051307596,0.0,0.016118928807219587
-5722.30584,-5977.418632876712,-6265.143051307596,0.0,0.016143103368960746
-5920.31948,-5977.418632876712,-6265.143051307596,0.0,0.01616726057929893
-5942.97484,-6265.143051307596,-6984.454097384806,0.0,0.0161914004495516
-6057.04852,-6265.143051307596,-7272.178515815691,0.0,0.01621552299109563
-6098.9727,-5948.646191033624,-7272.178515815691,0.0,0.016239628215366626
-6152.0477,-6265.143051307596,-7272.178515815691,0.0,0.016263716133858172
-6333.98388,-6121.280842092154,-7272.178515815691,0.0,0.01628778675812106
-6716.49366,-5689.694214445828,-7531.130492403487,0.0,0.016311840099762567
-7070.90782,-7272.178515815691,-7531.130492403487,0.25,0.027962923839201095
-7476.895,-7272.178515815691,-7531.130492403487,0.15625,0.03434639277956562
-7816.36354,-7703.765143462017,-4941.610726525529,0.40625,0.04596973942364508
-8056.24802,-7703.765143462017,-4941.610726525529,0.125,0.044469708462134466
-8145.44402,-8192.89665479452,-6351.460376836861,0.0,0.021219697750969265
-8211.4258,-8106.579329265254,-8077.806887422166,0.0,0.0163606619095078
-8127.30752,-8164.124212951431,-8336.758864009962,0.0,0.016384662922757108
-7910.10702,-8221.669096637608,-8336.758864009962,0.0625,0.018641113083245543
-7408.3772,-7703.765143462017,-8221.669096637608,0.28125,0.03239506356464419
-6480.11442,-6524.0950278953915,-8020.262003735989,0.125,0.03507064420970561
-5107.80102,-6639.184795267745,-8106.579329265254,0.3125,0.037272275774390976
-3176.09098,-5862.328865504358,-8020.262003735989,0.375,0.05312873941983243
-878.67672,-4049.6650293897874,-8221.669096637608,1.0,0.1454351074622643
1684.43332,985.5122931506867,1014.2847349937747,0.0625,0.12689306984654183
4291.07592,4495.750198007474,3776.4391519302626,0.1875,0.026687678415338423
6894.6452,6826.317987297636,-4107.209913075965,0.0,0.024464218963338863
9098.23488,9214.430660273974,-6754.274562640099,0.0,0.016430641098449765
11080.08512,11113.411821917809,11113.411821917809,0.0,0.01645459185791426
12907.82744,12839.758332503116,12839.758332503116,0.03125,0.017549368130601945
14443.557,14019.428448069739,14594.877284931506,0.15625,0.02401583415826434
15642.575,14796.284377833126,15717.002516811957,0.1875,0.031049959811027854
16612.7176,16896.67263237858,16062.271818929017,0.15625,0.03106324730041977
17296.6854,17011.762399750936,16292.451353673725,0.84375,0.10243715552638047
17626.8648,15803.319842341221,16781.58286500623,0.0,0.09597407746990698
17791.3012,17500.89391108344,12379.3992630137,0.59375,0.05955351189482715
17938.3206,18018.79786425903,17069.307283437112,0.0,0.059553957211400235
17994.9624,17615.983678455792,15601.912749439602,0.0,0.016512754664812855
17897.2936,17615.983678455792,9013.023567372355,0.0,0.016536646452461615
17672.444,17615.983678455792,14048.200889912827,0.0,0.016560521081151743
17257.1288,17615.983678455792,15832.09228418431,0.0,0.016584378563084656
16466.6122,17615.983678455792,14940.14658704857,0.03125,0.01768742607867282
15463.4088,15832.09228418431,14940.14658704857,0.28125,0.03162399449753535
14266.6656,13530.296936737235,14940.14658704857,0.3125,0.04668173081893666
12897.67474,13386.434727521795,13904.338680697387,0.0,0.03276077774556714
11423.14902,11573.770891407225,12465.716588542964,0.0,0.016639438384475333
9924.33328,10279.011008468246,9444.610195018682,0.0,0.01666323918784665
8498.54644,8984.251125529267,10250.238566625158,0.0,0.016687022897598554
7232.51464,7142.814847571608,7718.263684433376,0.03125,0.017796521395383288
6170.1352,6049.462057534249,6365.958917808221,0.09375,0.021397212848302878
5256.7146,5099.97147671233,14709.967052303862,0.84375,0.10060512704126555
4578.45368,4438.205314321298,3229.762756911583,0.03125,0.09810534191350694
4055.8568,3776.4391519302626,3344.852524283935,0.15625,0.024360227887268604
3649.48882,3690.1218264009985,3344.852524283935,0.0,0.023286994105262658
3320.9772,3287.307640597759,2855.7210129514315,0.0625,0.019049254170390505
3069.5145,3287.307640597759,2395.3619434620196,0.03125,0.02015959010442603
2897.2499,2395.3619434620196,1935.002873972604,0.0,0.017894506548236256
2736.2411,2395.3619434620196,1359.5540371108345,0.0,0.016825923354999682
2546.41184,2395.3619434620196,1014.2847349937747,0.0,0.016849590233225662
2284.92466,2395.3619434620196,1618.5060136986303,0.0,0.016873240116790304
2007.67338,2021.320199501868,1014.2847349937747,0.0,0.016896873018478482
1647.976184,1359.5540371108345,1014.2847349937747,0.0,0.01692048895111521
1268.53789,1014.2847349937747,-683.289333748442,0.0,0.016944087927565056
908.553806,582.6981073474471,-683.289333748442,0.0,0.0169676699607316
554.387072,582.6981073474471,-683.289333748442,0.15625,0.023606626076377427
240.063904,93.56659601494539,582.6981073474471,0.09375,0.027249207938727798
-150.98488,-280.4751479452043,-395.5649153175582,0.0,0.020643037228148368
-588.861366,-683.289333748442,-1517.6901471980073,0.0,0.017033217234551395
-1103.641842,-1488.9177053549174,-2237.001193275217,0.0,0.017056735283255634
-1582.471428,-1517.6901471980073,-2150.6838677459527,0.0,0.01708023645092068
-2219.65078,-2352.0909606475707,-2352.0909606475707,0.0,0.017103720750664922
-2833.2611,-3244.036657783312,-2035.5941003735988,0.03125,0.018236307043780327
-3332.06778,-3704.3957272727257,-3704.3957272727257,0.0625,0.0205842498483243
-3756.07898,-3704.3957272727257,-4394.934331506849,0.0,0.01949289733548604
-4079.1152,-3963.3477038605215,-3963.3477038605215,0.09375,0.020847558394866437
-4176.68212,-4567.568982565379,-4222.299680448317,0.09375,0.024529843246384048
-4223.51566,-4567.568982565379,-4394.934331506849,0.0,0.0208807887112555
-4313.94188,-4567.568982565379,9070.56845105853,0.0,0.017234248429245844
-4232.28536,-4797.748517310087,-4797.748517310087,0.0,0.017257622215228623
-4201.14366,-4337.389447820671,-5027.9280520547945,0.0,0.017280979233722606
-4379.09318,-4251.072122291407,-5747.239098132004,0.0,0.0173043194981325
-4581.42148,-4222.299680448317,-5085.472935740971,0.0,0.01732764302189404
-4796.34306,-4394.934331506849,-5315.652470485678,0.0,0.01735094981847354
-5142.21664,-4596.341424408467,-5085.472935740971,0.0625,0.019726921217954423
-5508.95122,-5747.239098132004,-5085.472935740971,0.1875,0.028206233940533856
-5800.18966,-5401.969796014942,-5430.742237858032,0.0,0.025862635039761887
-6014.31786,-5948.646191033624,-5430.742237858032,0.0,0.01741567160388789
-6264.50074,-6351.460376836861,-5545.832005230386,0.0,0.017438915281946667
-6419.99196,-6725.50212079701,-5948.646191033624,0.0,0.017462142297609354
-6511.37928,-6725.50212079701,-6063.735958405977,0.0,0.017485352664509696
-6479.29996,-6437.7777023661265,-6725.50212079701,0.0,0.017508546396308812
-6422.4917,-6524.0950278953915,-6725.50212079701,0.0,0.0175317235066948
-6330.82978,-6495.322586052303,-8077.806887422166,0.0,0.01755488400938228
-6375.11184,-6437.7777023661265,-8164.124212951431,0.0,0.017578027918111964
-6436.41608,-6351.460376836861,-8164.124212951431,0.0,0.017601155246650204
-6507.84772,-6380.23281867995,-8164.124212951431,0.0,0.017624266008788594
-6653.96516,-6437.7777023661265,-8164.124212951431,0.0,0.017647360218343528
-6617.4608,-6524.0950278953915,-8164.124212951431,0.0,0.017670437889155746
-6371.03266,-6667.957237110833,-6351.460376836861,0.0,0.01769349903508997
-5904.60722,-6639.184795267745,-6380.23281867995,0.1875,0.026302005365070297
-5187.14936,-5689.694214445828,-6437.7777023661265,0.5,0.06056607678875907
-3993.963338,-3704.3957272727257,-8164.124212951431,0.40625,0.07681868977845065
-2462.399638,-1517.6901471980073,-6667.957237110833,0.875,0.13149237489981236
-593.897538,-21.5231713574085,-6639.184795267745,0.0,0.10662313665110917
1640.152322,1676.0508973848082,-6380.23281867995,0.09375,0.021431592049441013
4077.445322,4265.570663262766,6653.683336239104,0.15625,0.02830059077282408
6471.64408,2884.493454794523,9329.520427646326,0.125,0.029799961770115072
8782.79496,5991.917173848069,8523.892056039851,0.03125,0.02409891940363427
10869.29586,11113.411821917809,11055.866938231633,0.0,0.01886760626989295
12560.65664,12839.758332503116,12897.303216189292,0.625,0.06726752876972332
13790.6434,11142.184263760897,15918.409609713577,0.125,0.07252197554333054
14699.8722,14997.691470734746,4553.29508169365,0.96875,0.13066723709855846
15241.6152,14796.284377833126,16062.271818929017,0.0,0.12540226322087614
15552.236,15803.319842341221,17270.714376338732,1.0,0.1318391093933338
15703.7912,14940.14658704857,5071.199034869242,0.0,0.13183763280829378
15818.0742,16608.948213947697,17011.762399750936,0.03125,0.018865274590018383
15803.3702,15688.23007496887,12379.3992630137,0.0,0.01888636579245561
15744.3248,15803.319842341221,16925.44507422167,0.0,0.01776324163642465
15657.702,15803.319842341221,10279.011008468246,0.09375,0.021561841175892323
15336.814,15688.23007496887,10279.011008468246,0.1875,0.030218801803114148
14693.9356,14508.559959402242,10279.011008468246,0.03125,0.02759937302026375
13903.2612,15227.871005479454,10279.011008468246,0.3125,0.036052669153665645
12750.18334,12810.985890660028,10279.011008468246,0.0,0.03490843454881966
11139.57774,11573.770891407225,8495.119614196763,0.0,0.017833088941384165
9424.0798,9904.969264508094,8984.251125529267,0.1875,0.026528485166735276
7752.6585,7919.670777334995,8984.251125529267,0.1875,0.03521845244049865
6035.13128,6250.869150435865,13386.434727521795,0.34375,0.04618704289131278
4496.36476,4984.8817093399775,6365.958917808221,0.5,0.07215014923401276
3284.88384,6653.683336239104,5099.97147671233,0.71875,0.11587293189174752
2237.492878,2711.8588037359914,19630.054607471982,0.6875,0.13985599508402696
1368.110087,4466.977756164386,2711.8588037359914,0.125,0.08173657619220501
673.858259,237.4288052303873,3057.1281058530512,0.4375,0.051184941459521426
173.931423,208.65636338729928,15630.68519128269,0.0,0.04589392191382712
-266.338827,-165.3853805728504,1819.91310660025,0.0,0.017785767593570086
-637.475865,-683.289333748442,-683.289333748442,0.0,0.017808746188695965
-1058.720274,-1488.9177053549174,-2150.6838677459527,0.03125,0.018987360409845236
-1502.489386,-1517.6901471980073,-50.29561320049652,0.0,0.019008361074667655
-2078.54041,-2237.001193275217,-2237.001193275217,0.0,0.017873694650460674
-2677.1737,-2611.0429372353665,-2869.9949138231623,0.0,0.017896610346463414
-3309.76568,-3244.036657783312,-3704.3957272727257,0.0,0.017919509655189347
-3916.10252,-3704.3957272727257,-4394.934331506849,0.1875,0.026684299619570594
-4556.73034,-4797.748517310087,-3963.3477038605215,0.40625,0.05201305114605523
-5110.5551,-3186.491774097134,-4222.299680448317,0.09375,0.04708813341676361
-5635.79748,-5200.5627031133245,-4394.934331506849,0.28125,0.03669976422344081
-6148.22742,-5804.783981818182,-4337.389447820671,0.4375,0.06125798665810019
-6692.6827,-5401.969796014942,-7185.861190286425,0.09375,0.05014299125865695
-7185.44422,-5919.873749190534,4064.1635703611464,0.28125,0.03670901836805022
-7601.37324,-7502.358050560398,-6437.7777023661265,0.0,0.032883968442659256
-8017.44524,-7818.8549108343705,-6495.322586052303,0.4375,0.04639072085615409
-8447.2379,-8077.806887422166,3776.4391519302626,1.0,0.1628538072703478
-8842.73928,-7473.58560871731,-596.972008219178,0.09375,0.13821173980456006
-9193.29218,-8135.351771108343,-8221.669096637608,0.0,0.021743953126187765
-9597.53416,-8768.345491656288,-8192.89665479452,0.0625,0.020374987146744496
-9874.91952,-9804.153398007471,-7933.944678206724,0.125,0.025749226618491716
-9988.98808,-10149.422700124533,-8106.579329265254,0.09375,0.027160164727632188
-9971.22936,-10206.967583810709,-8135.351771108343,0.0,0.021814825765209586
-9882.41814,-10091.877816438355,-4107.209913075965,0.0625,0.020441085103743376
-9638.1888,-9976.788049066003,-7559.902934246575,0.25,0.03326813186271195
-9560.46806,-9890.470723536737,-11530.499908592778,0.0625,0.03327657029107822
-9525.69782,-9890.470723536737,-10523.464444084682,0.03125,0.021645467074588812
-9469.97678,-9602.746305105851,-10091.877816438355,0.03125,0.02038249164884404
-9286.68568,-9545.201421419675,-9976.788049066003,0.1875,0.028068430684115155
-9186.58602,-8797.117933499376,-9976.788049066003,0.0625,0.029366744647776603
-8971.24036,-9315.021886674967,-9660.291188792029,0.0,0.020536539149556703
-8733.85716,-9199.932119302615,-9660.291188792029,0.0,0.01809476694496468
-8522.68182,-8998.525026400996,-9660.291188792029,0.03125,0.019295350088368673
-8437.40618,-8854.662817185554,-9401.339212204233,0.03125,0.020495085802044413
-8384.96596,-8538.16595691158,-9890.470723536737,0.0,0.01933606133966514
-8299.14118,-8854.662817185554,-9890.470723536737,0.0625,0.020653101399865877
-8381.25216,-7099.54386475716,-9976.788049066003,0.0,0.020671948420455534
-8520.2741,-8307.986422166874,-9315.021886674967,0.0,0.01821553522753418
-8669.53924,-8394.30374769614,-10005.56049090909,0.0,0.018238206731913367
-8892.19912,-8538.16595691158,-9315.021886674967,0.03125,0.019446936362558908
-9140.37462,-8538.16595691158,-21.5231713574085,0.0625,0.021955050963191787
-9144.52172,-8739.5730498132,-9315.021886674967,0.0,0.02078577714415378
-9080.99608,-9142.387235616437,-8394.30374769614,0.0,0.018317090215568835
-9007.48518,-8739.5730498132,-8538.16595691158,0.0,0.01833968929187242
-8731.0571,-8739.5730498132,-8394.30374769614,0.0,0.01836227225859955
-8344.57776,-9027.297468244084,-8394.30374769614,0.0,0.018384839130161843
-7879.85144,-8394.30374769614,-8394.30374769614,0.25,0.03146804832159852
-7172.4646,-7933.944678206724,-8394.30374769614,0.3125,0.04923027197850197
-5995.94476,-7617.447817932752,-8394.30374769614,0.4375,0.06528874413686117
-4274.137432,-6696.729678953922,-8394.30374769614,0.0,0.04752123911745362
-2077.670432,-2237.001193275217,-9142.387235616437,0.375,0.04151958760611701
625.513088,-596.972008219178,-9890.470723536737,0.25,0.054608698567496394
3675.911448,3776.4391519302626,2280.272176089664,1.0,0.15068918567241804
6763.381488,3287.307640597759,-8451.848631382316,0.3125,0.15534184926321182
9668.31894,9329.520427646326,6596.138452552928,0.34375,0.05645843735171734
12342.53912,11429.90868219178,8754.071590784559,0.5,0.07459885675152947
14606.315,10825.687403486925,13616.614262266503,1.0,0.1734021025468943
16419.0028,15227.871005479454,-280.4751479452043,0.53125,0.17695778775378582
17842.5958,17011.762399750936,16896.67263237858,0.03125,0.05895554139894072
18817.2988,17615.983678455792,16263.678911830637,0.0625,0.021965792926421302
19438.2678,19860.234142216686,5589.102988044833,0.5,0.0566810153484892
19753.4982,18651.791584806975,15803.319842341221,0.5,0.09007052495861997
19745.2358,20550.772746450813,15371.733214694894,0.15625,0.06131829013901504
19566.3396,18709.33646849315,17874.935655043588,0.125,0.03089771567023901
19163.13,19745.144374844334,21154.99402515567,0.0,0.02374524825695789
18571.2322,18651.791584806975,11343.591356662517,0.0,0.01828212498750468
17774.7266,17961.25298057285,21500.263327272725,0.0,0.018304748994207306
16959.4524,16349.996237359901,12264.309495641348,0.5625,0.061910021911962314
16009.752,17615.983678455792,13789.248913325031,0.0625,0.06441575347380461
14962.9052,13990.65600622665,14940.14658704857,0.59375,0.06851051252286998
13810.779,16407.541121046077,13530.296936737235,0.0625,0.06850543955336745
12671.2596,12494.489030386052,11113.411821917809,0.0,0.020817612626256313
11470.09512,11113.411821917809,17874.935655043588,0.0,0.018329150370423288
10177.85456,9904.969264508094,15630.68519128269,0.0,0.018351740849375974
8991.17686,8984.251125529267,19745.144374844334,0.21875,0.029405389732230336
7984.6648,7919.670777334995,7142.814847571608,0.46875,0.06211087772860405
7140.36372,7114.04240572852,5358.923453300125,0.40625,0.07731551259132659
6494.14724,6624.910894396016,5243.833685927773,0.0625,0.0471187622973102
6038.93834,6222.096708592777,6222.096708592777,0.125,0.026394815931271826
5714.61614,5991.917173848069,5991.917173848069,1.0,0.14439394410124134
5459.81722,4553.29508169365,5646.647871731009,0.0,0.1388607228189169
5279.6394,4553.29508169365,5387.695895143213,0.21875,0.029394934600151162
5107.14572,5445.2407788293895,4984.8817093399775,0.0625,0.031924790878354335
5027.34696,4984.8817093399775,4553.29508169365,0.0,0.020890259816002933
5006.16316,4553.29508169365,3057.1281058530512,0.0,0.01838940305050113
5060.4352,4553.29508169365,3057.1281058530512,0.0,0.018411950589518115
5015.1632,4984.8817093399775,3057.1281058530512,0.0,0.018434482065153725
5116.3226,4984.8817093399775,3057.1281058530512,0.03125,0.019665120694112106
5177.25386,5013.654151183066,3057.1281058530512,0.0625,0.022220051709357935
5207.2783,5099.97147671233,3057.1281058530512,0.03125,0.02223881563643637
5171.85092,5099.97147671233,3057.1281058530512,0.0,0.01972097739938674
5218.2854,5013.654151183066,3057.1281058530512,0.0,0.01853115664079567
4971.33338,5157.516360398506,3057.1281058530512,0.0,0.018553603242025703
4679.95384,5157.516360398506,5013.654151183066,0.0,0.018576033871087562
4340.1871,3776.4391519302626,5013.654151183066,0.0,0.01859844854250141
3859.45518,3776.4391519302626,3057.1281058530512,0.03125,0.019838538575247335
3267.93078,3517.487175342467,5157.516360398506,0.28125,0.035526637502829264
2817.3445,2222.727292403488,5157.516360398506,0.0,0.03431422464633953
2398.56432,2395.3619434620196,5157.516360398506,0.0,0.01865378321350743
1946.88526,1992.54775765878,2481.6792689912836,0.0,0.01867614259710247
1451.144972,1359.5540371108345,2280.272176089664,0.0,0.01869848608809694
1057.012662,1014.2847349937747,-280.4751479452043,0.0,0.018720813701061753
565.150226,582.6981073474471,1647.2784555417202,0.0,0.018743125450576235
81.1055780000001,237.4288052303873,899.1949676214208,0.0625,0.021335849391409378
-235.364678,-280.4751479452043,-165.3853805728504,0.125,0.026993294705802962
-369.59479,-654.516891905354,-1517.6901471980073,0.0,0.02443369459722228
-527.312098,-654.516891905354,-1517.6901471980073,0.0,0.018809349593268045
-583.698154,-1517.6901471980073,-2237.001193275217,0.0,0.018831598472227096
-659.996326,-1517.6901471980073,-2237.001193275217,0.0,0.01885383156034445
